source_city,target_city,edge_weight,shared_projects
Milan,San Jose,18,18
Philadelphia,San Jose,18,18
Berlin,Stuttgart,18,18
Ann Arbor,Berlin,18,18
Miami,Mumbai,18,18
Palo Alto,Philadelphia,18,18
Nairobi,Tokyo,18,18
Nairobi,Seattle,18,18
Istanbul,Taipei,18,18
Cambridge,Edinburgh,18,18
Nairobi,San Francisco,18,18
Santiago,Singapore,18,18
Santiago,Seattle,18,18
Mumbai,Portland,18,18
Dallas,Hong Kong,18,18
Hamburg,Washington,18,18
Lagos,Vancouver,18,18
Milan,Montreal,18,18
Philadelphia,Taipei,18,18
Guangzhou,Vienna,18,18
Stuttgart,Toronto,18,18
Kolkata,Munich,18,18
Beijing,Cape Town,18,18
Munich,Rome,18,18
Abu Dhabi,Seoul,18,18
Melbourne,Philadelphia,18,18
Atlanta,Sunnyvale,18,18
Berlin,Edinburgh,18,18
Pittsburgh,Pune,18,18
Montreal,Tel Aviv,18,18
Boston,Suzhou,18,18
Hyderabad,Pittsburgh,18,18
Chengdu,Dublin,18,18
Bucharest,Shanghai,18,18
Chengdu,Madrid,18,18
Chennai,Zurich,18,18
Atlanta,Chennai,18,18
Ann Arbor,Seattle,18,18
Delft,Singapore,18,18
Montreal,Raleigh,18,18
Ottawa,Taipei,18,18
Dubai,Melbourne,18,18
Lisbon,Sao Paulo,18,18
Ankara,Paris,18,18
Dubai,Sydney,18,18
Miami,Mountain View,18,18
Guangzhou,Warsaw,18,18
Chengdu,Pune,18,18
Bucharest,Singapore,18,18
Madrid,Portland,18,18
Edmonton,Tokyo,18,18
Barcelona,Istanbul,18,18
Chennai,Dublin,18,18
Houston,Mountain View,18,18
Nanjing,Pune,18,18
Austin,Rome,18,18
New Delhi,Prague,18,18
Dublin,New Delhi,18,18
Dubai,Pune,18,18
Brisbane,Chicago,18,18
Bucharest,New York,18,18
Edinburgh,Shenzhen,18,18
Dallas,Melbourne,18,18
Delhi,Hangzhou,18,18
Miami,Taipei,18,18
Bengaluru,Perth,18,18
Berlin,Xi'an,18,18
Raleigh,Stockholm,18,18
Boston,Oslo,18,18
Beijing,Santiago,18,18
Austin,Stuttgart,18,18
Manchester,Singapore,18,18
Atlanta,Ho Chi Minh City,18,18
Austin,Santiago,18,18
Bangkok,Shenzhen,18,18
Brussels,Toronto,18,18
Lisbon,Prague,18,18
Mumbai,Redmond,18,18
Barcelona,Sunnyvale,18,18
Buenos Aires,Shanghai,18,18
Beijing,Rio de Janeiro,18,18
Barcelona,Rome,18,18
Atlanta,Buenos Aires,18,18
Boston,Lausanne,18,18
Denver,San Diego,18,18
Los Angeles,Lyon,17,17
Budapest,Hong Kong,17,17
Houston,San Diego,17,17
Guangzhou,Pune,17,17
Palo Alto,Stockholm,17,17
Dallas,Taipei,17,17
Denver,Madrid,17,17
Bristol,London,17,17
Philadelphia,Vienna,17,17
Ankara,Toronto,17,17
Amsterdam,Stuttgart,17,17
Brisbane,Munich,17,17
Toronto,Toulouse,17,17
Moscow,San Jose,17,17
Delhi,Mountain View,17,17
Munich,Ottawa,17,17
Nanjing,Sunnyvale,17,17
Vienna,Warsaw,17,17
Dallas,Portland,17,17
Chengdu,Denver,17,17
Lisbon,San Diego,17,17
Mumbai,Waterloo,17,17
Delft,Seattle,17,17
Bucharest,Seattle,17,17
Brisbane,Hangzhou,17,17
Amsterdam,Oslo,17,17
Delft,Seoul,17,17
Munich,Stuttgart,17,17
Singapore,Tianjin,17,17
Delft,Paris,17,17
Cape Town,Paris,17,17
Raleigh,San Jose,17,17
Amsterdam,Helsinki,17,17
Palo Alto,Portland,17,17
Amsterdam,Edinburgh,17,17
Lisbon,San Jose,17,17
Hong Kong,Lisbon,17,17
Atlanta,Redmond,17,17
Berlin,Cape Town,17,17
Austin,Brussels,17,17
Beijing,Dalian,17,17
Berlin,Suzhou,17,17
Bengaluru,Stuttgart,17,17
Istanbul,Montreal,17,17
Atlanta,Delhi,17,17
Beijing,Cologne,17,17
Lagos,Los Angeles,17,17
Guangzhou,San Diego,17,17
Atlanta,Istanbul,17,17
Istanbul,Vienna,17,17
Suzhou,Sydney,17,17
Chengdu,San Diego,17,17
Palo Alto,Washington,17,17
Chengdu,Vienna,17,17
Tianjin,Wuhan,17,17
Barcelona,Brisbane,17,17
Palo Alto,Pune,17,17
Amsterdam,Rome,17,17
Sydney,Tel Aviv,17,17
Atlanta,Dubai,17,17
Gothenburg,Tokyo,17,17
Dublin,Philadelphia,17,17
Buenos Aires,Chicago,17,17
Boston,Waterloo,17,17
Taipei,Wuhan,17,17
Redmond,Sunnyvale,17,17
Santiago,Seoul,17,17
Tel Aviv,Zurich,17,17
Cambridge,Nanjing,17,17
Nanjing,Palo Alto,17,17
Houston,Sunnyvale,17,17
Mountain View,Waterloo,17,17
Montreal,Oslo,17,17
Barcelona,Wuhan,17,17
Guangzhou,Mumbai,17,17
Amsterdam,Brisbane,17,17
Hanoi,London,17,17
Dublin,Houston,17,17
Kuala Lumpur,Seoul,17,17
Guangzhou,Palo Alto,17,17
Amsterdam,Bangkok,17,17
Edinburgh,Zurich,17,17
Athens,Shanghai,17,17
Berlin,Santiago,17,17
Ho Chi Minh City,Munich,17,17
Ho Chi Minh City,Montreal,17,17
Dallas,Zurich,17,17
Madrid,San Diego,17,17
Lisbon,Portland,17,17
Lima,Toronto,17,17
Austin,Ho Chi Minh City,17,17
Lima,Tokyo,17,17
Sao Paulo,Taipei,17,17
Houston,Madrid,17,17
Los Angeles,Stuttgart,17,17
Boston,Brussels,17,17
Bengaluru,Lima,17,17
Dubai,Stockholm,17,17
Ann Arbor,Bengaluru,17,17
Hong Kong,Istanbul,17,17
Milan,Washington,17,17
Shenzhen,Tel Aviv,17,17
Ankara,Vancouver,17,17
Budapest,Munich,17,17
Melbourne,Tel Aviv,17,17
Palo Alto,Vienna,17,17
Raleigh,Vienna,17,17
Berlin,Delft,17,17
Lausanne,Singapore,17,17
Hefei,San Francisco,17,17
Cambridge,Tel Aviv,17,17
San Diego,Sunnyvale,17,17
Prague,San Diego,17,17
Philadelphia,Portland,17,17
Hyderabad,Lisbon,17,17
Rome,Vancouver,17,17
Kolkata,Washington,17,17
Hyderabad,Portland,17,17
Calgary,Tokyo,17,17
Dublin,Ottawa,17,17
Austin,Lyon,17,17
Barcelona,Philadelphia,17,17
Redmond,Stockholm,17,17
Chicago,Waterloo,17,17
Hyderabad,Warsaw,17,17
Buenos Aires,Singapore,17,17
Chicago,Tel Aviv,17,17
Portland,Prague,17,17
Nanjing,Vienna,17,17
Delhi,Stockholm,17,17
Bengaluru,Frankfurt,17,17
Dallas,Mumbai,17,17
Bengaluru,Cupertino,17,17
Salt Lake City,Shanghai,17,17
Salt Lake City,Seoul,17,17
Chicago,Istanbul,17,17
Ho Chi Minh City,Shenzhen,17,17
Helsinki,Los Angeles,17,17
Boston,Lagos,17,17
Oxford,Shenzhen,17,17
Frankfurt,Munich,17,17
Bengaluru,Minneapolis,17,17
Chennai,Melbourne,17,17
Chennai,Stockholm,17,17
Berlin,Rio de Janeiro,17,17
Minneapolis,Singapore,17,17
Boulder,Munich,17,17
Los Angeles,Manchester,17,17
Hyderabad,Prague,17,17
Toulouse,Zurich,17,17
Manchester,Toronto,17,17
Dublin,Sunnyvale,17,17
Wuhan,Zurich,17,17
Lisbon,Vienna,17,17
Stockholm,Washington,17,17
Lyon,Montreal,17,17
Barcelona,Budapest,17,17
Philadelphia,Pittsburgh,17,17
Jakarta,London,17,17
Ho Chi Minh City,Vancouver,16,16
Hsinchu,San Francisco,16,16
Oslo,Vancouver,16,16
Chennai,Sao Paulo,16,16
Edinburgh,Munich,16,16
Barcelona,Stuttgart,16,16
Toronto,Xi'an,16,16
Lagos,Munich,16,16
Raleigh,Shenzhen,16,16
Helsinki,Montreal,16,16
Bengaluru,Bucharest,16,16
Munich,Suzhou,16,16
Cambridge,Kolkata,16,16
Boston,Boulder,16,16
Montreal,Philadelphia,16,16
Portland,Sao Paulo,16,16
Bangkok,Zurich,16,16
Cambridge,Helsinki,16,16
Jakarta,New York,16,16
Ottawa,Shenzhen,16,16
Hefei,Wuhan,16,16
Montreal,Oxford,16,16
Hyderabad,Nanjing,16,16
Oslo,Pune,16,16
Cambridge,Lausanne,16,16
Istanbul,Los Angeles,16,16
Austin,Waterloo,16,16
Chicago,Milan,16,16
Helsinki,Melbourne,16,16
Milan,Vienna,16,16
Edmonton,London,16,16
Prague,Sao Paulo,16,16
Barcelona,Lyon,16,16
Boston,Xi'an,16,16
Sunnyvale,Washington,16,16
Ottawa,Sydney,16,16
Beijing,Minneapolis,16,16
Madrid,Sao Paulo,16,16
New Delhi,Sao Paulo,16,16
Mumbai,Oslo,16,16
Helsinki,Prague,16,16
Berlin,Salt Lake City,16,16
Dubai,Vienna,16,16
Dallas,Madrid,16,16
Bucharest,Paris,16,16
Mountain View,Tel Aviv,16,16
Los Angeles,Suzhou,16,16
Barcelona,Nanjing,16,16
Mountain View,Stockholm,16,16
Gothenburg,London,16,16
Mumbai,Tel Aviv,16,16
Hangzhou,Helsinki,16,16
Miami,Redmond,16,16
Hyderabad,Raleigh,16,16
Dublin,Vienna,16,16
Miami,Montreal,16,16
Chengdu,Moscow,16,16
Budapest,Mumbai,16,16
Ottawa,Vancouver,16,16
Prague,Vienna,16,16
Lausanne,Seoul,16,16
Cambridge,Delhi,16,16
Hong Kong,Tianjin,16,16
Kolkata,Sydney,16,16
Amsterdam,Brussels,16,16
Kolkata,Montreal,16,16
Shenzhen,Waterloo,16,16
Chicago,Stuttgart,16,16
Amsterdam,Athens,16,16
Helsinki,Hong Kong,16,16
Ho Chi Minh City,Sydney,16,16
Moscow,Mumbai,16,16
Beijing,Kuala Lumpur,16,16
Palo Alto,Redmond,16,16
Warsaw,Washington,16,16
Helsinki,Washington,16,16
San Jose,Xi'an,16,16
Austin,Frankfurt,16,16
Edinburgh,Toronto,16,16
Hong Kong,Lyon,16,16
Atlanta,Milan,16,16
Bucharest,Seoul,16,16
Barcelona,Milan,16,16
Copenhagen,Melbourne,16,16
Hamburg,Raleigh,16,16
Edmonton,Seattle,16,16
Prague,San Jose,16,16
Redmond,Taipei,16,16
Ann Arbor,Paris,16,16
Dallas,Stockholm,16,16
Cupertino,Vancouver,16,16
Chicago,Helsinki,16,16
Auckland,Los Angeles,16,16
Salt Lake City,Seattle,16,16
Dublin,Hamburg,16,16
Berlin,Cupertino,16,16
Lisbon,Palo Alto,16,16
Heidelberg,New York,16,16
Eindhoven,Seattle,16,16
Hanoi,Shanghai,16,16
Dublin,Istanbul,16,16
Dalian,Shanghai,16,16
Perth,Zurich,16,16
Lisbon,Mountain View,16,16
Boston,Delft,16,16
Hong Kong,Kolkata,16,16
Delhi,Montreal,16,16
Hong Kong,Rome,16,16
Atlanta,Nanjing,16,16
San Jose,Wuhan,16,16
Edmonton,New York,16,16
Melbourne,Waterloo,16,16
Munich,Perth,16,16
Amsterdam,Rio de Janeiro,16,16
Dublin,Miami,16,16
Ho Chi Minh City,Los Angeles,16,16
Hyderabad,Miami,16,16
Mumbai,Nanjing,16,16
Delhi,Taipei,16,16
Cupertino,Paris,16,16
Brisbane,Singapore,16,16
Amsterdam,Oxford,16,16
Delhi,Washington,16,16
Auckland,Hangzhou,16,16
Melbourne,Oxford,16,16
Boulder,San Jose,16,16
Copenhagen,Shenzhen,16,16
Nanjing,Taipei,16,16
Hyderabad,Lagos,16,16
Austin,Bucharest,16,16
Miami,Stockholm,16,16
Beijing,Phoenix,16,16
Hefei,Nanjing,16,16
Lyon,Melbourne,16,16
Bengaluru,Phoenix,16,16
Minneapolis,Shanghai,16,16
Lyon,Shenzhen,16,16
Lisbon,Stockholm,16,16
Sunnyvale,Sydney,16,16
Auckland,Chicago,16,16
Chicago,Lyon,16,16
Sunnyvale,Warsaw,16,16
Boulder,Hangzhou,16,16
Eindhoven,Singapore,16,16
Heidelberg,Tokyo,16,16
Abu Dhabi,Bengaluru,16,16
Buenos Aires,Portland,16,16
Denver,Prague,16,16
Delft,Toronto,16,16
Montreal,Ottawa,16,16
Dublin,Lisbon,16,16
Hyderabad,San Diego,16,16
Dallas,Pune,16,16
Atlanta,Perth,16,16
Ankara,Shenzhen,15,15
Boston,Ho Chi Minh City,15,15
Dubai,Montreal,15,15
Brussels,Seoul,15,15
Hangzhou,Stuttgart,15,15
Budapest,Sydney,15,15
Pune,Sunnyvale,15,15
Los Angeles,Waterloo,15,15
Tel Aviv,Washington,15,15
Kyoto,Shanghai,15,15
Montreal,Rome,15,15
Delhi,Madrid,15,15
Brisbane,Vancouver,15,15
Austin,Cupertino,15,15
Oxford,Vancouver,15,15
Hangzhou,Lyon,15,15
Mumbai,Rome,15,15
Chennai,San Jose,15,15
Amsterdam,Bucharest,15,15
Boston,Stuttgart,15,15
Bristol,Seattle,15,15
Shenzhen,Stuttgart,15,15
Bangkok,Hangzhou,15,15
Delhi,Vienna,15,15
Boston,Santiago,15,15
Manchester,San Jose,15,15
Berlin,Hanoi,15,15
Boston,Bucharest,15,15
Cairo,Singapore,15,15
Philadelphia,Sydney,15,15
Kuala Lumpur,Paris,15,15
Cairo,Vancouver,15,15
Lagos,Seoul,15,15
Dallas,Sao Paulo,15,15
Paris,Suzhou,15,15
Munich,Xi'an,15,15
Boston,Buenos Aires,15,15
Munich,Waterloo,15,15
Dalian,Tokyo,15,15
Lyon,Pune,15,15
Cairo,Seoul,15,15
Buenos Aires,Sydney,15,15
Minneapolis,Toronto,15,15
Brussels,Los Angeles,15,15
Madrid,Pittsburgh,15,15
Dubai,Mountain View,15,15
Rotterdam,San Francisco,15,15
Hong Kong,Stuttgart,15,15
Berlin,Phoenix,15,15
Barcelona,Dallas,15,15
Paris,Santiago,15,15
Denver,Philadelphia,15,15
Perth,Vancouver,15,15
Denver,Dublin,15,15
Hamburg,Moscow,15,15
Brisbane,San Diego,15,15
Barcelona,Lagos,15,15
Nanjing,Vancouver,15,15
Guangzhou,Redmond,15,15
Istanbul,Mountain View,15,15
Beijing,Calgary,15,15
Helsinki,Vienna,15,15
Budapest,Stockholm,15,15
Beijing,Toulouse,15,15
Rio de Janeiro,Toronto,15,15
Chicago,Oxford,15,15
Paris,Salt Lake City,15,15
Hangzhou,Perth,15,15
Atlanta,Kolkata,15,15
Hamburg,Tel Aviv,15,15
Munich,Rio de Janeiro,15,15
Moscow,Portland,15,15
Guangzhou,Philadelphia,15,15
Hamburg,Sunnyvale,15,15
Raleigh,Sao Paulo,15,15
Amsterdam,Tel Aviv,15,15
Dubai,Hong Kong,15,15
Delft,Shenzhen,15,15
Montreal,Salt Lake City,15,15
Amsterdam,Waterloo,15,15
Amsterdam,Lagos,15,15
Perth,Singapore,15,15
Hyderabad,Waterloo,15,15
Rio de Janeiro,Sydney,15,15
Bengaluru,Toulouse,15,15
Rome,Zurich,15,15
Cambridge,Wuhan,15,15
Manchester,Munich,15,15
Manchester,Mountain View,15,15
Mumbai,Raleigh,15,15
Milan,Taipei,15,15
Stockholm,Sunnyvale,15,15
Prague,Taipei,15,15
Denver,Sao Paulo,15,15
Bucharest,Hangzhou,15,15
Barcelona,Kolkata,15,15
Chicago,Manchester,15,15
Pune,Redmond,15,15
Budapest,Los Angeles,15,15
Pittsburgh,Portland,15,15
Berlin,Jakarta,15,15
Budapest,Chicago,15,15
Madrid,Nanjing,15,15
Cape Town,Seattle,15,15
Cambridge,Rome,15,15
San Francisco,Tianjin,15,15
Cape Town,Singapore,15,15
Bengaluru,Xi'an,15,15
Chennai,Redmond,15,15
Chengdu,Sunnyvale,15,15
Athens,Prague,15,15
Auckland,Seoul,15,15
New Delhi,Vienna,15,15
Perth,Sydney,15,15
Auckland,Melbourne,15,15
Auckland,Berlin,15,15
Rio de Janeiro,Seoul,15,15
Minneapolis,Vancouver,15,15
Berlin,Eindhoven,15,15
Dubai,New Delhi,15,15
Lyon,Prague,15,15
Denver,Redmond,15,15
Boulder,Melbourne,15,15
Ankara,Los Angeles,15,15
Houston,New Delhi,15,15
Hamburg,Lisbon,15,15
Eindhoven,Shanghai,15,15
Guangzhou,Madrid,15,15
Ankara,Zurich,15,15
Oslo,Shenzhen,15,15
Paris,Rio de Janeiro,15,15
Budapest,Montreal,15,15
Oslo,Stockholm,15,15
Dublin,Tel Aviv,15,15
Dublin,Raleigh,15,15
Frankfurt,Vancouver,15,15
New York,Tianjin,15,15
Guangzhou,Tianjin,15,15
Manchester,Zurich,15,15
Hangzhou,Tel Aviv,15,15
Manchester,Paris,15,15
Brussels,Shanghai,15,15
Buenos Aires,Los Angeles,15,15
Jakarta,Shanghai,15,15
Cairo,Hangzhou,15,15
Miami,Vienna,15,15
Mountain View,Raleigh,15,15
Cambridge,Miami,15,15
Houston,Portland,15,15
Hangzhou,Oxford,15,15
Miami,Washington,15,15
Istanbul,Prague,15,15
Oslo,Sydney,15,15
Lisbon,Los Angeles,15,15
Ann Arbor,Hangzhou,15,15
Budapest,Madrid,15,15
Ottawa,Zurich,15,15
Lima,New York,15,15
Eindhoven,Toronto,15,15
Kolkata,Mountain View,15,15
Lima,Seoul,15,15
Stockholm,Vienna,15,15
Houston,Montreal,15,15
Bangkok,Singapore,15,15
Denver,Shenzhen,15,15
Delhi,Shenzhen,15,15
Buenos Aires,Munich,15,15
Abu Dhabi,Berlin,15,15
Boston,Nairobi,14,14
Houston,Melbourne,14,14
Beijing,Salt Lake City,14,14
Brisbane,Montreal,14,14
Nanjing,Philadelphia,14,14
Dubai,Dublin,14,14
Athens,Sydney,14,14
Beijing,Gothenburg,14,14
Dublin,Lyon,14,14
Hong Kong,Waterloo,14,14
Palo Alto,Prague,14,14
Raleigh,Redmond,14,14
Miami,Warsaw,14,14
Hong Kong,Houston,14,14
Montreal,Xi'an,14,14
Abu Dhabi,Nanjing,14,14
Dallas,San Jose,14,14
Seoul,Toulouse,14,14
Denver,Miami,14,14
Los Angeles,Rome,14,14
Boston,Brisbane,14,14
Sao Paulo,Vienna,14,14
Singapore,Toulouse,14,14
Milan,Pittsburgh,14,14
Brussels,Zurich,14,14
Amsterdam,Suzhou,14,14
Houston,Pittsburgh,14,14
Geneva,Seattle,14,14
Abu Dhabi,Munich,14,14
Chennai,Denver,14,14
Madrid,Tel Aviv,14,14
Guangzhou,Hyderabad,14,14
Chengdu,Istanbul,14,14
Beijing,Edmonton,14,14
Munich,Toulouse,14,14
Stuttgart,Vancouver,14,14
Pittsburgh,Prague,14,14
Vienna,Wuhan,14,14
Boston,Helsinki,14,14
Frankfurt,Zurich,14,14
Johannesburg,New York,14,14
Atlanta,Manchester,14,14
Madrid,Moscow,14,14
Lausanne,Toronto,14,14
Athens,Stockholm,14,14
Hangzhou,Waterloo,14,14
Hefei,London,14,14
Chengdu,Washington,14,14
Moscow,Vienna,14,14
Phoenix,Toronto,14,14
Amsterdam,Lausanne,14,14
Athens,Los Angeles,14,14
Lisbon,Madrid,14,14
Miami,Philadelphia,14,14
Boulder,Vienna,14,14
Boston,Edinburgh,14,14
Nairobi,Redmond,14,14
Phoenix,Sydney,14,14
Austin,Edinburgh,14,14
New Delhi,Warsaw,14,14
Kuala Lumpur,Seattle,14,14
Cologne,Seattle,14,14
Barcelona,Houston,14,14
Boulder,Shenzhen,14,14
Hamburg,Warsaw,14,14
Barcelona,Dubai,14,14
Hanoi,Paris,14,14
Hanoi,Seoul,14,14
Hangzhou,Lagos,14,14
Bengaluru,Salt Lake City,14,14
Hamburg,Prague,14,14
Kolkata,San Jose,14,14
Chennai,Portland,14,14
Amsterdam,Delft,14,14
Atlanta,Chengdu,14,14
Istanbul,Melbourne,14,14
Cupertino,Toronto,14,14
Cambridge,Santiago,14,14
Cupertino,Munich,14,14
Hangzhou,Rome,14,14
Dubai,Taipei,14,14
Ankara,Madrid,14,14
Berlin,Kuala Lumpur,14,14
Ho Chi Minh City,Mumbai,14,14
Miami,New Delhi,14,14
Miami,San Diego,14,14
New York,Rotterdam,14,14
Munich,Santiago,14,14
New Delhi,Tel Aviv,14,14
Athens,Pune,14,14
Kolkata,Portland,14,14
Lisbon,Taipei,14,14
New Delhi,Raleigh,14,14
Cairo,Pune,14,14
Boulder,Pittsburgh,14,14
Ho Chi Minh City,Hyderabad,14,14
Buenos Aires,Hangzhou,14,14
Geneva,Toronto,14,14
Hangzhou,Lausanne,14,14
Moscow,Pune,14,14
Guangzhou,Portland,14,14
Barcelona,Buenos Aires,14,14
Heidelberg,London,14,14
Hamburg,Philadelphia,14,14
Chicago,Suzhou,14,14
Brisbane,Sydney,14,14
Austin,Helsinki,14,14
Rio de Janeiro,Shanghai,14,14
Boulder,Los Angeles,14,14
Boulder,Mumbai,14,14
Cape Town,Seoul,14,14
Chennai,Mountain View,14,14
Salt Lake City,Singapore,14,14
Chicago,Oslo,14,14
Denver,Hyderabad,14,14
Waterloo,Zurich,14,14
Denver,Pittsburgh,14,14
San Diego,Stockholm,14,14
Denver,Warsaw,14,14
Melbourne,Oslo,14,14
Rome,Sao Paulo,14,14
Pittsburgh,Warsaw,14,14
Bangkok,Stockholm,14,14
Istanbul,San Jose,14,14
Chengdu,Mumbai,14,14
Denver,Sunnyvale,14,14
Hamburg,Redmond,14,14
Ankara,Barcelona,14,14
Denver,Hamburg,14,14
Ann Arbor,Seoul,14,14
Barcelona,Redmond,14,14
Ann Arbor,Zurich,14,14
Atlanta,Rome,14,14
Chengdu,New Delhi,14,14
Amsterdam,Auckland,14,14
Istanbul,Lisbon,14,14
Hong Kong,Lausanne,14,14
Dallas,Milan,14,14
Ankara,Sydney,14,14
Delft,Hangzhou,14,14
Copenhagen,Sydney,14,14
Lisbon,Pittsburgh,14,14
Copenhagen,Palo Alto,14,14
Denver,Ho Chi Minh City,14,14
Suzhou,Vancouver,14,14
Vancouver,Waterloo,14,14
Beijing,Lima,14,14
Auckland,Shenzhen,14,14
Delhi,Hamburg,14,14
Philadelphia,Pune,14,14
Delhi,Dubai,14,14
Hefei,Seattle,14,14
Berlin,Johannesburg,14,14
Ottawa,Pune,14,14
Rome,San Diego,14,14
Ho Chi Minh City,Pune,14,14
Bangkok,Barcelona,14,14
Hong Kong,Ottawa,14,14
Hsinchu,Seoul,14,14
Kuala Lumpur,Toronto,14,14
Bangkok,Vancouver,14,14
Geneva,Shanghai,14,14
Auckland,Hong Kong,14,14
Austin,Minneapolis,14,14
Dallas,Dublin,13,13
Perth,San Jose,13,13
Chennai,Ho Chi Minh City,13,13
Phoenix,Shanghai,13,13
Osaka,Shanghai,13,13
Bengaluru,Calgary,13,13
Mountain View,Perth,13,13
Ho Chi Minh City,Madrid,13,13
Istanbul,Warsaw,13,13
Cologne,Singapore,13,13
Boulder,Washington,13,13
Copenhagen,Prague,13,13
Berlin,Heidelberg,13,13
Paris,Phoenix,13,13
Rio de Janeiro,Singapore,13,13
Phoenix,Seoul,13,13
Cologne,Toronto,13,13
Heidelberg,Seattle,13,13
Dallas,Vienna,13,13
Houston,Vienna,13,13
Athens,Hangzhou,13,13
Ho Chi Minh City,Mountain View,13,13
Rome,Vienna,13,13
Frankfurt,Sydney,13,13
Houston,Redmond,13,13
Chengdu,Prague,13,13
Hamburg,Houston,13,13
Milan,Portland,13,13
Hsinchu,Singapore,13,13
Mumbai,Perth,13,13
Johannesburg,Seattle,13,13
Denver,Houston,13,13
Atlanta,Helsinki,13,13
Hamburg,Lyon,13,13
Atlanta,Lyon,13,13
Abu Dhabi,Amsterdam,13,13
Brisbane,Portland,13,13
Los Angeles,Rio de Janeiro,13,13
Chengdu,Tianjin,13,13
Abu Dhabi,Hong Kong,13,13
Hamburg,Ottawa,13,13
Los Angeles,Ottawa,13,13
Bengaluru,Brussels,13,13
Hamburg,Kolkata,13,13
Nairobi,Sydney,13,13
Delft,Munich,13,13
Lausanne,Shenzhen,13,13
Cairo,Hong Kong,13,13
Chengdu,Hamburg,13,13
Brisbane,San Jose,13,13
Atlanta,Budapest,13,13
Beijing,Heidelberg,13,13
Brisbane,Hong Kong,13,13
Denver,Lisbon,13,13
Lausanne,Los Angeles,13,13
Madrid,Miami,13,13
Philadelphia,Warsaw,13,13
Chennai,Istanbul,13,13
Amsterdam,Perth,13,13
Amsterdam,Minneapolis,13,13
Chennai,Hamburg,13,13
Sunnyvale,Tel Aviv,13,13
Denver,Guangzhou,13,13
Atlanta,Waterloo,13,13
Cambridge,Dubai,13,13
Pune,Rio de Janeiro,13,13
Beijing,Jakarta,13,13
Barcelona,Helsinki,13,13
Barcelona,Ho Chi Minh City,13,13
Boston,Cairo,13,13
Dublin,Guangzhou,13,13
Copenhagen,Mountain View,13,13
Atlanta,Moscow,13,13
Hyderabad,Sunnyvale,13,13
Prague,Raleigh,13,13
Denver,Palo Alto,13,13
Shanghai,Toulouse,13,13
Copenhagen,Madrid,13,13
Melbourne,Rome,13,13
Calgary,Seattle,13,13
New York,Saint Petersburg,13,13
Denver,Tel Aviv,13,13
Hong Kong,Manchester,13,13
Nanjing,Washington,13,13
Denver,Vienna,13,13
Riyadh,Tokyo,13,13
Oslo,San Jose,13,13
Athens,Melbourne,13,13
Budapest,Cambridge,13,13
Denver,Taipei,13,13
Madrid,Sunnyvale,13,13
Moscow,Sunnyvale,13,13
Brisbane,Zurich,13,13
Kyoto,Tokyo,13,13
Lyon,Washington,13,13
Lyon,Vienna,13,13
Ottawa,San Jose,13,13
Boulder,Cambridge,13,13
Lyon,Sydney,13,13
San Diego,Warsaw,13,13
Perth,Shenzhen,13,13
Auckland,Vancouver,13,13
Lisbon,New Delhi,13,13
Auckland,Zurich,13,13
Abu Dhabi,Sydney,13,13
Hyderabad,Rome,13,13
Cape Town,Toronto,13,13
Guangzhou,Miami,13,13
Boulder,Hyderabad,13,13
Chennai,Prague,13,13
Riyadh,San Francisco,13,13
Moscow,Pittsburgh,13,13
Dallas,Denver,13,13
Boston,Rome,13,13
Austin,Cairo,13,13
Cambridge,Manchester,13,13
Dubai,Portland,13,13
Buenos Aires,Zurich,13,13
Brussels,Chicago,13,13
Frankfurt,Vienna,13,13
Bengaluru,Cape Town,13,13
San Diego,Stuttgart,13,13
Raleigh,Warsaw,13,13
Taipei,Waterloo,13,13
Taipei,Xi'an,13,13
Frankfurt,Hong Kong,13,13
Cape Town,Shanghai,13,13
Cambridge,Xi'an,13,13
Montreal,Suzhou,13,13
Santiago,Zurich,13,13
Buenos Aires,Melbourne,13,13
Istanbul,Stockholm,13,13
Barcelona,Ottawa,13,13
Bangkok,Melbourne,13,13
Atlanta,Brisbane,13,13
Dalian,Shenzhen,13,13
Boulder,Taipei,13,13
Brisbane,Los Angeles,13,13
Boulder,Sydney,13,13
Houston,Taipei,13,13
Madrid,Oslo,13,13
Oslo,Pittsburgh,13,13
Ottawa,Pittsburgh,13,13
Cologne,Shanghai,13,13
Dallas,Houston,13,13
Nanjing,Warsaw,13,13
Lagos,New Delhi,13,13
Madrid,Rome,13,13
Frankfurt,Washington,13,13
Chengdu,Redmond,13,13
Cairo,Shenzhen,13,13
Milan,Warsaw,13,13
Pune,Tel Aviv,13,13
Chicago,Ho Chi Minh City,13,13
Edinburgh,San Jose,13,13
Milan,Sao Paulo,13,13
Lisbon,Milan,13,13
Frankfurt,Hangzhou,13,13
Houston,Sao Paulo,13,13
Brussels,Munich,13,13
Milan,Nanjing,13,13
Edinburgh,Guangzhou,13,13
Brisbane,Melbourne,13,13
Amsterdam,Ankara,13,13
San Francisco,Turin,13,13
Kuala Lumpur,Zurich,13,13
Milan,Pune,13,13
Dubai,Redmond,13,13
Bucharest,Los Angeles,13,13
Denver,Raleigh,13,13
Amsterdam,Cologne,13,13
Milan,San Diego,13,13
Mumbai,Wuhan,13,13
Madrid,Warsaw,13,13
Lyon,San Jose,13,13
Lisbon,Warsaw,13,13
Melbourne,Suzhou,13,13
Palo Alto,Warsaw,13,13
