source_city,target_city,edge_weight,shared_projects
Philadelphia,Sunnyvale,8,8
Milan,Moscow,8,8
Hanoi,Vancouver,8,8
Budapest,Mountain View,8,8
Budapest,Dubai,8,8
Brisbane,Denver,8,8
Chennai,Moscow,8,8
Bangkok,Chengdu,8,8
Boulder,Palo Alto,8,8
Brisbane,Wuhan,8,8
Ankara,Boston,8,8
Guangzhou,Lisbon,8,8
Dallas,Tel Aviv,8,8
Edinburgh,Sydney,8,8
Beijing,Daejeon,8,8
Budapest,Chengdu,8,8
Budapest,Chennai,8,8
Chicago,Hanoi,8,8
Budapest,Philadelphia,8,8
Palo Alto,Xi'an,8,8
Hamburg,Helsinki,8,8
Delhi,Rome,8,8
Ankara,Milan,8,8
Ankara,San Diego,8,8
Delft,San Jose,8,8
Jakarta,Seoul,8,8
Miami,Waterloo,8,8
Houston,Kolkata,8,8
Brisbane,Stockholm,8,8
Pittsburgh,Waterloo,8,8
Ottawa,Stockholm,8,8
Delft,Vancouver,8,8
Budapest,Taipei,8,8
Budapest,Copenhagen,8,8
Boulder,Guangzhou,8,8
Moscow,Xi'an,8,8
Budapest,Kolkata,8,8
Moscow,Rome,8,8
Dalian,New York,8,8
Boston,Kuala Lumpur,8,8
Delft,Hong Kong,8,8
Geneva,Hong Kong,8,8
Ann Arbor,San Jose,8,8
Tel Aviv,Wuhan,8,8
Kuala Lumpur,Prague,8,8
Miami,Wuhan,8,8
Stockholm,Xi'an,8,8
Oxford,Pune,8,8
Cupertino,Wuhan,8,8
Austin,Geneva,8,8
Abu Dhabi,Vienna,8,8
Dubai,Tel Aviv,8,8
Barcelona,Cairo,8,8
Dubai,Sao Paulo,8,8
Hamburg,Waterloo,8,8
Abu Dhabi,Toronto,8,8
Chengdu,Miami,8,8
Abu Dhabi,Montreal,8,8
Jakarta,Vancouver,8,8
Chengdu,Copenhagen,8,8
Copenhagen,Edinburgh,8,8
Bangkok,Guangzhou,8,8
Philadelphia,Stockholm,8,8
Vienna,Waterloo,8,8
Milan,Prague,8,8
Prague,Rome,8,8
Delft,Palo Alto,8,8
Edinburgh,Pittsburgh,8,8
Guangzhou,Helsinki,8,8
Ankara,Cambridge,8,8
Oxford,Palo Alto,8,8
Delhi,Waterloo,8,8
Budapest,Cairo,8,8
Hamburg,Wuhan,8,8
Kyoto,Sydney,8,8
Kyoto,Toronto,8,8
Ottawa,San Diego,8,8
Phoenix,Zurich,8,8
Kyoto,New York,8,8
Atlanta,Suzhou,8,8
Atlanta,Ottawa,8,8
Oxford,Wuhan,8,8
Hsinchu,Los Angeles,8,8
Sao Paulo,Waterloo,7,7
Athens,Istanbul,7,7
Hong Kong,Kuala Lumpur,7,7
Hanoi,Sydney,7,7
Moscow,Oxford,7,7
Istanbul,Wuhan,7,7
Budapest,Suzhou,7,7
Oxford,Tel Aviv,7,7
Brisbane,Milan,7,7
Edinburgh,Hyderabad,7,7
Hamburg,Istanbul,7,7
Copenhagen,Hamburg,7,7
Lisbon,Wuhan,7,7
New Delhi,Phoenix,7,7
Cairo,Dallas,7,7
Montreal,Phoenix,7,7
Austin,Kuala Lumpur,7,7
Lisbon,Phoenix,7,7
Geneva,Washington,7,7
Cambridge,Delft,7,7
Ankara,Kolkata,7,7
Kyoto,Shenzhen,7,7
Kolkata,Redmond,7,7
Berlin,Tianjin,7,7
Cambridge,Suzhou,7,7
Kuala Lumpur,Warsaw,7,7
Oxford,Philadelphia,7,7
Phoenix,Stockholm,7,7
Cairo,Hamburg,7,7
Budapest,Delhi,7,7
Delft,Taipei,7,7
Denver,Xi'an,7,7
Jakarta,Montreal,7,7
Boulder,New Delhi,7,7
Guangzhou,Ho Chi Minh City,7,7
Guangzhou,Hsinchu,7,7
Lisbon,Redmond,7,7
Bengaluru,Tianjin,7,7
Ho Chi Minh City,San Jose,7,7
Oxford,Prague,7,7
Boulder,Waterloo,7,7
Cupertino,Xi'an,7,7
Rome,Wuhan,7,7
Edmonton,Pune,7,7
Cairo,San Diego,7,7
Hanoi,Moscow,7,7
Jakarta,New Delhi,7,7
Athens,Houston,7,7
Moscow,Ottawa,7,7
Hyderabad,Wuhan,7,7
Hyderabad,Ottawa,7,7
Guangzhou,Rome,7,7
Edmonton,Sydney,7,7
Ho Chi Minh City,Miami,7,7
Moscow,Prague,7,7
Abu Dhabi,Sunnyvale,7,7
Hefei,Toronto,7,7
Hefei,Sydney,7,7
San Diego,Waterloo,7,7
Denver,Dubai,7,7
Istanbul,San Diego,7,7
Budapest,Helsinki,7,7
Daejeon,New York,7,7
Dublin,Waterloo,7,7
Geneva,Shenzhen,7,7
Edmonton,Singapore,7,7
Geneva,Melbourne,7,7
Hefei,Munich,7,7
Bangkok,Denver,7,7
Denver,Phoenix,7,7
Boulder,Prague,7,7
Oxford,Washington,7,7
Miami,Palo Alto,7,7
Mountain View,Rome,7,7
Chennai,Guangzhou,7,7
Budapest,Dallas,7,7
Ho Chi Minh City,Sunnyvale,7,7
Ottawa,Philadelphia,7,7
Athens,Boulder,7,7
Philadelphia,Tel Aviv,7,7
Chennai,Wuhan,7,7
Kolkata,Taipei,7,7
Hyderabad,Lausanne,7,7
Cairo,Stockholm,7,7
Edinburgh,Taipei,7,7
Cambridge,Hanoi,7,7
Cambridge,Ho Chi Minh City,7,7
Budapest,Miami,7,7
Ottawa,Sunnyvale,7,7
Ho Chi Minh City,Sao Paulo,7,7
Athens,Chengdu,7,7
Melbourne,Tianjin,7,7
Istanbul,Sao Paulo,7,7
Brisbane,Pittsburgh,7,7
Cupertino,Ottawa,7,7
Delhi,Warsaw,7,7
Budapest,Ottawa,7,7
Edmonton,Shenzhen,7,7
Athens,Hamburg,7,7
Edmonton,Hamburg,7,7
Delhi,Helsinki,7,7
Ottawa,Palo Alto,7,7
Edmonton,Hong Kong,7,7
Ann Arbor,Hyderabad,7,7
Rome,San Jose,7,7
Ann Arbor,Mountain View,7,7
Cupertino,Pittsburgh,7,7
Edmonton,Paris,7,7
Ann Arbor,Sao Paulo,7,7
Ann Arbor,Stockholm,7,7
Ann Arbor,Washington,7,7
Hsinchu,Taipei,7,7
Bengaluru,Hsinchu,7,7
Guangzhou,Lausanne,7,7
Bangkok,Chennai,7,7
Bangkok,San Jose,7,7
Milan,Philadelphia,7,7
Daejeon,Tokyo,7,7
Bangkok,Delhi,7,7
Bangkok,Mumbai,7,7
Brisbane,Helsinki,7,7
Kolkata,Milan,7,7
Dallas,Xi'an,7,7
Miami,Oxford,7,7
Philadelphia,Xi'an,7,7
Miami,Rome,7,7
Stockholm,Wuhan,7,7
Barcelona,Geneva,7,7
Dublin,Ho Chi Minh City,7,7
Boulder,Moscow,7,7
Seattle,Tianjin,7,7
Delft,Pune,7,7
Kuala Lumpur,Madrid,7,7
Madrid,Oxford,7,7
Abu Dhabi,Barcelona,7,7
Kolkata,Moscow,7,7
Bangkok,Budapest,7,7
Miami,Moscow,7,7
Miami,Sao Paulo,7,7
Sao Paulo,Wuhan,7,7
Cairo,Pittsburgh,7,7
Phoenix,Shenzhen,7,7
Barcelona,Edmonton,7,7
Dallas,San Diego,7,7
Cupertino,Guangzhou,7,7
Pune,Suzhou,7,7
Rome,Taipei,7,7
Dallas,Delft,7,7
Chicago,Kuala Lumpur,7,7
Phoenix,Washington,7,7
Phoenix,Vienna,7,7
Houston,Xi'an,7,7
Dubai,Xi'an,7,7
Geneva,Sydney,7,7
Brisbane,Redmond,7,7
Hanoi,Stockholm,7,7
Atlanta,Edinburgh,7,7
Dallas,Guangzhou,7,7
Jakarta,Los Angeles,7,7
Hanoi,Istanbul,7,7
Cairo,Philadelphia,7,7
Ankara,Hyderabad,7,7
Geneva,Zurich,7,7
Bangkok,Waterloo,7,7
Dallas,Kolkata,7,7
Cairo,Chengdu,7,7
Ottawa,Wuhan,7,7
Guangzhou,Oxford,7,7
Copenhagen,Rome,7,7
Dallas,Phoenix,7,7
Abu Dhabi,Kolkata,7,7
Dublin,Rome,7,7
Athens,Pittsburgh,7,7
Dublin,Oxford,7,7
Dallas,Hsinchu,7,7
Abu Dhabi,Mumbai,7,7
Lausanne,Sydney,7,7
Delft,Vienna,7,7
Istanbul,Rome,7,7
Helsinki,New Delhi,7,7
Dalian,Nanjing,7,7
Lisbon,Sunnyvale,7,7
Cupertino,Vienna,7,7
Hyderabad,Phoenix,7,7
Ottawa,Tel Aviv,7,7
Cupertino,Warsaw,7,7
Copenhagen,Philadelphia,7,7
Edmonton,Melbourne,7,7
Chengdu,Philadelphia,7,7
Ann Arbor,Houston,7,7
Boulder,Delhi,7,7
Melbourne,Phoenix,7,7
Dubai,Pittsburgh,7,7
Atlanta,Xi'an,7,7
Edmonton,Moscow,7,7
Ankara,Guangzhou,7,7
Ann Arbor,Moscow,7,7
Brisbane,Madrid,7,7
Dallas,Helsinki,7,7
Ankara,Rome,7,7
Milan,Xi'an,7,7
Brisbane,Pune,7,7
Brisbane,Mountain View,7,7
Helsinki,Pittsburgh,7,7
Jakarta,Melbourne,7,7
Edinburgh,Vienna,7,7
Madrid,Wuhan,7,7
Ho Chi Minh City,Redmond,6,6
Rome,Xi'an,6,6
Helsinki,Lisbon,6,6
Hanoi,Prague,6,6
Delft,Mountain View,6,6
Geneva,Milan,6,6
Cupertino,Moscow,6,6
Budapest,Waterloo,6,6
Cairo,Moscow,6,6
Ann Arbor,Sunnyvale,6,6
San Diego,Suzhou,6,6
Abu Dhabi,San Jose,6,6
Dubai,Lausanne,6,6
Cairo,Denver,6,6
Sunnyvale,Suzhou,6,6
Helsinki,Ottawa,6,6
Edmonton,Warsaw,6,6
Delft,Mumbai,6,6
Ottawa,Oxford,6,6
Athens,Palo Alto,6,6
Brisbane,Philadelphia,6,6
Athens,Philadelphia,6,6
Hanoi,San Jose,6,6
Miami,Ottawa,6,6
Athens,Moscow,6,6
Mumbai,Suzhou,6,6
Denver,Waterloo,6,6
Ankara,Boulder,6,6
Delft,Madrid,6,6
Cairo,Chennai,6,6
Cairo,Helsinki,6,6
Ankara,Prague,6,6
Ann Arbor,Kolkata,6,6
Kyoto,Stockholm,6,6
Ottawa,Xi'an,6,6
Copenhagen,Milan,6,6
New Delhi,Ottawa,6,6
Phoenix,San Diego,6,6
Cupertino,Washington,6,6
Boston,Geneva,6,6
Houston,Lausanne,6,6
Boulder,Cupertino,6,6
Chengdu,Cupertino,6,6
Edinburgh,Oxford,6,6
Edinburgh,Sao Paulo,6,6
Redmond,Warsaw,6,6
Delft,Montreal,6,6
Cupertino,Dublin,6,6
Bangkok,Moscow,6,6
Kolkata,Palo Alto,6,6
Copenhagen,Lausanne,6,6
Copenhagen,Wuhan,6,6
Cupertino,Miami,6,6
Hefei,Paris,6,6
Ho Chi Minh City,Rome,6,6
Berlin,Hefei,6,6
Oxford,San Diego,6,6
Bangkok,Boulder,6,6
Delft,Lisbon,6,6
Helsinki,Nanjing,6,6
Ankara,Chengdu,6,6
Bengaluru,Geneva,6,6
Atlanta,Bangkok,6,6
Budapest,Palo Alto,6,6
Budapest,Dublin,6,6
Dallas,Rome,6,6
Kyoto,Miami,6,6
Kolkata,Suzhou,6,6
Edmonton,Munich,6,6
Phoenix,San Jose,6,6
Milan,Redmond,6,6
Brisbane,Xi'an,6,6
Dubai,Helsinki,6,6
Delhi,Phoenix,6,6
Boulder,Dublin,6,6
Copenhagen,Phoenix,6,6
Copenhagen,Helsinki,6,6
Budapest,San Diego,6,6
Chengdu,Delhi,6,6
Palo Alto,Suzhou,6,6
Stockholm,Suzhou,6,6
Abu Dhabi,Helsinki,6,6
Brisbane,Dallas,6,6
Brisbane,Edinburgh,6,6
Atlanta,Delft,6,6
Palo Alto,Rome,6,6
Delhi,Oxford,6,6
Athens,Warsaw,6,6
Ankara,Ho Chi Minh City,6,6
Daejeon,London,6,6
Lisbon,Tel Aviv,6,6
Seoul,Tianjin,6,6
Chengdu,Waterloo,6,6
Dublin,Jakarta,6,6
Brisbane,Taipei,6,6
Daejeon,Seoul,6,6
Daejeon,Shanghai,6,6
Daejeon,Shenzhen,6,6
Hyderabad,Oxford,6,6
Jakarta,Kolkata,6,6
Jakarta,Mumbai,6,6
Nanjing,Rome,6,6
Kuala Lumpur,Sydney,6,6
Hsinchu,Xi'an,6,6
Istanbul,Tianjin,6,6
Kuala Lumpur,Montreal,6,6
Hyderabad,Suzhou,6,6
Guangzhou,Ottawa,6,6
Lisbon,Waterloo,6,6
Boulder,Chennai,6,6
Hsinchu,Vancouver,6,6
Ho Chi Minh City,Nanjing,6,6
Houston,Istanbul,6,6
Hanoi,Wuhan,6,6
Abu Dhabi,Miami,6,6
Hefei,Palo Alto,6,6
Cairo,Lausanne,6,6
Copenhagen,Nanjing,6,6
Brisbane,Guangzhou,6,6
Hanoi,Mumbai,6,6
Hanoi,Montreal,6,6
Abu Dhabi,Mountain View,6,6
Cupertino,Hamburg,6,6
Chennai,Suzhou,6,6
Helsinki,Kolkata,6,6
Bengaluru,Dalian,6,6
Ankara,Washington,6,6
Ankara,Lisbon,6,6
Boulder,Ho Chi Minh City,6,6
Budapest,Guangzhou,6,6
Dubai,Ho Chi Minh City,6,6
Amsterdam,Jakarta,6,6
Chennai,Ottawa,6,6
Cairo,Milan,6,6
Hangzhou,Phoenix,6,6
Dallas,Delhi,6,6
Waterloo,Wuhan,6,6
Kyoto,Melbourne,6,6
Abu Dhabi,Palo Alto,6,6
Brisbane,Palo Alto,6,6
Edinburgh,Madrid,6,6
Edinburgh,Washington,6,6
Edmonton,Mountain View,6,6
Melbourne,Xi'an,6,6
Mumbai,Xi'an,6,6
Pune,Xi'an,6,6
Istanbul,Redmond,6,6
Atlanta,Cupertino,6,6
Waterloo,Xi'an,6,6
Mountain View,Suzhou,6,6
Abu Dhabi,Suzhou,6,6
Atlanta,Cairo,6,6
Hong Kong,Phoenix,6,6
Helsinki,Istanbul,6,6
Helsinki,Hyderabad,6,6
Nanjing,Tel Aviv,6,6
Nanjing,Oxford,6,6
Budapest,Cupertino,6,6
New Delhi,Oxford,6,6
Chennai,Helsinki,6,6
Boston,Kyoto,6,6
Abu Dhabi,Warsaw,6,6
Ho Chi Minh City,Vienna,6,6
Dublin,Xi'an,6,6
Austin,Hefei,6,6
Hanoi,Mountain View,6,6
Dublin,Edmonton,6,6
Suzhou,Washington,6,6
Edmonton,Hangzhou,6,6
Hanoi,Ho Chi Minh City,6,6
Hanoi,New Delhi,6,6
Houston,Philadelphia,6,6
Edinburgh,Melbourne,6,6
Austin,Hsinchu,6,6
Edinburgh,Warsaw,6,6
Abu Dhabi,Moscow,6,6
Ho Chi Minh City,Taipei,6,6
Delhi,Houston,6,6
Denver,Jakarta,6,6
Hefei,Tianjin,6,6
Lausanne,New Delhi,6,6
Dubai,Philadelphia,6,6
Brisbane,Istanbul,6,6
Brisbane,Phoenix,6,6
Hyderabad,Kuala Lumpur,6,6
Cambridge,Phoenix,6,6
Hsinchu,Zurich,6,6
Athens,Dublin,6,6
Miami,Nanjing,6,6
Edmonton,Guangzhou,6,6
Redmond,Xi'an,6,6
Kuala Lumpur,Philadelphia,6,6
Delhi,Redmond,6,6
Athens,Mountain View,6,6
Ann Arbor,Chennai,6,6
Athens,Guangzhou,6,6
Kuala Lumpur,Washington,6,6
Amsterdam,Tianjin,6,6
Edinburgh,Philadelphia,6,6
Delft,Stockholm,6,6
Prague,Xi'an,6,6
Dubai,Moscow,6,6
Madrid,Waterloo,6,6
Cupertino,Philadelphia,6,6
Stockholm,Waterloo,6,6
Bangkok,Kolkata,6,6
Dallas,Edmonton,6,6
Abu Dhabi,Atlanta,6,6
Ann Arbor,Redmond,6,6
Ann Arbor,New Delhi,6,6
Bangkok,Sunnyvale,6,6
Hsinchu,Mountain View,6,6
Edmonton,Mumbai,6,6
Houston,Ottawa,6,6
Boulder,Copenhagen,6,6
Denver,Edmonton,6,6
Bangkok,Sao Paulo,6,6
Ho Chi Minh City,San Diego,5,5
Ho Chi Minh City,Jakarta,5,5
Delft,Sao Paulo,5,5
Delhi,Ottawa,5,5
Copenhagen,Ho Chi Minh City,5,5
Edinburgh,Houston,5,5
Copenhagen,Cupertino,5,5
Delft,Warsaw,5,5
Jakarta,Washington,5,5
Bangkok,Milan,5,5
Cupertino,Pune,5,5
Abu Dhabi,Ankara,5,5
Hsinchu,Milan,5,5
Milan,Sunnyvale,5,5
Geneva,Moscow,5,5
Athens,Budapest,5,5
Chengdu,Oxford,5,5
Abu Dhabi,Dublin,5,5
Los Angeles,Tianjin,5,5
Ho Chi Minh City,Xi'an,5,5
Edmonton,San Jose,5,5
Budapest,Tel Aviv,5,5
Cambridge,Hefei,5,5
Hefei,Vancouver,5,5
Istanbul,Suzhou,5,5
Boulder,Rome,5,5
Budapest,Oxford,5,5
Istanbul,Xi'an,5,5
Edinburgh,Miami,5,5
Cairo,Warsaw,5,5
Boulder,Budapest,5,5
Philadelphia,Waterloo,5,5
Kolkata,Wuhan,5,5
Atlanta,Jakarta,5,5
Barcelona,Cupertino,5,5
Helsinki,Tel Aviv,5,5
Ankara,Houston,5,5
Hefei,Moscow,5,5
Jakarta,Pune,5,5
Geneva,Madrid,5,5
Kuala Lumpur,Pune,5,5
Tel Aviv,Warsaw,5,5
Cambridge,Tianjin,5,5
Kuala Lumpur,Moscow,5,5
Kuala Lumpur,Stockholm,5,5
Kuala Lumpur,Wuhan,5,5
Dalian,Xi'an,5,5
Cairo,Rome,5,5
Cairo,Mountain View,5,5
Kyoto,Redmond,5,5
Phoenix,Warsaw,5,5
Edmonton,Miami,5,5
Mumbai,Oxford,5,5
Delft,Pittsburgh,5,5
Dubai,Phoenix,5,5
Chengdu,Phoenix,5,5
Chengdu,Helsinki,5,5
Rome,Waterloo,5,5
Barcelona,Phoenix,5,5
Bangkok,Washington,5,5
Bangkok,Helsinki,5,5
Bangkok,Dubai,5,5
Brisbane,Oxford,5,5
Hsinchu,Istanbul,5,5
Kuala Lumpur,Miami,5,5
Boulder,Houston,5,5
Hyderabad,Jakarta,5,5
Brisbane,Dublin,5,5
Delft,Helsinki,5,5
Bangkok,San Diego,5,5
Bangkok,Dublin,5,5
Ann Arbor,Tel Aviv,5,5
Edmonton,Philadelphia,5,5
Ann Arbor,Helsinki,5,5
Ann Arbor,Dublin,5,5
Ann Arbor,Dallas,5,5
Ann Arbor,Chengdu,5,5
Ann Arbor,Brisbane,5,5
Edmonton,Zurich,5,5
Brisbane,Dubai,5,5
Brisbane,Houston,5,5
Chicago,Tianjin,5,5
Istanbul,Nanjing,5,5
Ankara,Nanjing,5,5
Chicago,Hefei,5,5
Sydney,Tianjin,5,5
Ann Arbor,Vienna,5,5
Redmond,Suzhou,5,5
Chengdu,Hsinchu,5,5
Hsinchu,Sydney,5,5
Ankara,Vienna,5,5
Ankara,Helsinki,5,5
Washington,Xi'an,5,5
Jakarta,Munich,5,5
Lausanne,Lisbon,5,5
Atlanta,Kuala Lumpur,5,5
Atlanta,Hanoi,5,5
Phoenix,Pittsburgh,5,5
Boulder,Phoenix,5,5
Boulder,Xi'an,5,5
Athens,Kolkata,5,5
Lisbon,Xi'an,5,5
Budapest,Kuala Lumpur,5,5
Budapest,Warsaw,5,5
Budapest,Wuhan,5,5
Chennai,Dalian,5,5
Chennai,Kuala Lumpur,5,5
Bangkok,Lisbon,5,5
Daejeon,Hong Kong,5,5
Cairo,Cambridge,5,5
Rome,Tel Aviv,5,5
Hefei,Mountain View,5,5
Hefei,San Jose,5,5
Budapest,Ho Chi Minh City,5,5
Bangkok,Wuhan,5,5
Boulder,Philadelphia,5,5
Hefei,Zurich,5,5
Amsterdam,Geneva,5,5
Hamburg,Kuala Lumpur,5,5
Ankara,Delhi,5,5
Copenhagen,Tel Aviv,5,5
Ankara,Bangkok,5,5
Abu Dhabi,Delhi,5,5
Dubai,Hamburg,5,5
Edinburgh,Hamburg,5,5
Edinburgh,Tel Aviv,5,5
Ankara,New Delhi,5,5
Chennai,Tianjin,5,5
Tianjin,Vienna,5,5
Hanoi,Jakarta,5,5
Dubai,Lisbon,5,5
Jakarta,Pittsburgh,5,5
Jakarta,Prague,5,5
Guangzhou,Kuala Lumpur,5,5
Daejeon,Toronto,5,5
Athens,Redmond,5,5
Jakarta,Miami,5,5
Oxford,Redmond,5,5
Athens,Rome,5,5
Boulder,Istanbul,5,5
Hanoi,Washington,5,5
Hanoi,Warsaw,5,5
Kuala Lumpur,Nanjing,5,5
Ann Arbor,Wuhan,5,5
Ann Arbor,Denver,5,5
Dalian,Hong Kong,5,5
Dalian,Suzhou,5,5
Lausanne,Moscow,5,5
Kyoto,Mountain View,5,5
Brisbane,Budapest,5,5
Kyoto,Los Angeles,5,5
Geneva,Taipei,5,5
Ann Arbor,Madrid,5,5
Geneva,Miami,5,5
Helsinki,Rome,5,5
Abu Dhabi,Edinburgh,5,5
Lausanne,Tel Aviv,5,5
Pittsburgh,Rome,5,5
Cairo,Guangzhou,5,5
Hsinchu,Munich,5,5
Hsinchu,Madrid,5,5
Ho Chi Minh City,Moscow,5,5
Austin,Tianjin,5,5
Amsterdam,Hefei,5,5
Taipei,Tianjin,5,5
Ho Chi Minh City,Hsinchu,5,5
Amsterdam,Kyoto,5,5
Hanoi,Vienna,5,5
Denver,Hsinchu,5,5
Delft,Denver,5,5
Lausanne,Philadelphia,5,5
Hsinchu,Redmond,5,5
Hanoi,Suzhou,5,5
Kolkata,Lausanne,5,5
Lausanne,San Diego,5,5
Brisbane,Miami,5,5
Helsinki,Moscow,5,5
Denver,Suzhou,5,5
Delft,Guangzhou,5,5
Abu Dhabi,Sao Paulo,5,5
Delft,Dubai,5,5
Abu Dhabi,Hyderabad,5,5
Geneva,San Jose,5,5
Geneva,San Diego,5,5
Cairo,Kolkata,5,5
Prague,Suzhou,5,5
Delhi,Lisbon,5,5
Philadelphia,Rome,5,5
Boulder,Delft,5,5
Hanoi,Hyderabad,5,5
Budapest,Istanbul,5,5
Athens,San Jose,5,5
Boston,Tianjin,5,5
Delft,San Diego,5,5
Lausanne,Washington,5,5
Hefei,Warsaw,5,5
Hefei,Sunnyvale,5,5
Bangkok,Philadelphia,5,5
Dublin,Lausanne,5,5
Phoenix,Sao Paulo,5,5
Edinburgh,San Diego,5,5
Kyoto,Taipei,5,5
Nanjing,Prague,5,5
Jakarta,Taipei,5,5
Jakarta,Sunnyvale,5,5
Lausanne,Palo Alto,5,5
Edinburgh,Xi'an,5,5
Chicago,Jakarta,5,5
Lausanne,Sunnyvale,5,5
Delhi,Jakarta,5,5
Mountain View,Phoenix,5,5
Budapest,Houston,5,5
Edmonton,New Delhi,5,5
Edmonton,Stockholm,5,5
Edmonton,Taipei,5,5
Delhi,Hanoi,5,5
Jakarta,Madrid,5,5
Edinburgh,Pune,5,5
Denver,Hanoi,4,4
Athens,Hanoi,4,4
Philadelphia,Phoenix,4,4
Ho Chi Minh City,Warsaw,4,4
Ankara,Redmond,4,4
Delft,Moscow,4,4
Edmonton,Hyderabad,4,4
Cairo,Hanoi,4,4
Istanbul,Philadelphia,4,4
Geneva,Warsaw,4,4
Miami,Xi'an,4,4
Athens,Dallas,4,4
Abu Dhabi,Oxford,4,4
Kuala Lumpur,Waterloo,4,4
Cairo,Istanbul,4,4
Boulder,Denver,4,4
Barcelona,Tianjin,4,4
Tianjin,Vancouver,4,4
Chennai,Xi'an,4,4
Cupertino,Oxford,4,4
Dallas,Waterloo,4,4
Ann Arbor,Rome,4,4
Ankara,Oxford,4,4
Lausanne,Sao Paulo,4,4
Ho Chi Minh City,Oxford,4,4
Ankara,Denver,4,4
Copenhagen,Xi'an,4,4
Redmond,Waterloo,4,4
Copenhagen,Waterloo,4,4
Edmonton,Lausanne,4,4
Copenhagen,Oxford,4,4
Chengdu,Kyoto,4,4
Kyoto,Montreal,4,4
Athens,Suzhou,4,4
Denver,Tianjin,4,4
Helsinki,Waterloo,4,4
Tianjin,Toronto,4,4
Palo Alto,Phoenix,4,4
Bangkok,Oxford,4,4
Copenhagen,Istanbul,4,4
Edmonton,Lisbon,4,4
Edmonton,Sunnyvale,4,4
Edinburgh,Prague,4,4
Phoenix,Sunnyvale,4,4
Hamburg,Jakarta,4,4
Cairo,Houston,4,4
Cupertino,San Diego,4,4
Edinburgh,New Delhi,4,4
Abu Dhabi,New Delhi,4,4
Dubai,Edmonton,4,4
Dublin,Hanoi,4,4
Edmonton,Suzhou,4,4
Boston,Jakarta,4,4
Hsinchu,Wuhan,4,4
Dubai,Milan,4,4
Budapest,Jakarta,4,4
Kolkata,Xi'an,4,4
Budapest,Redmond,4,4
Boston,Hsinchu,4,4
Chennai,Philadelphia,4,4
Jakarta,Sao Paulo,4,4
Ann Arbor,Atlanta,4,4
Bangkok,Jakarta,4,4
Miami,Phoenix,4,4
Geneva,Hsinchu,4,4
Ann Arbor,Ottawa,4,4
Dallas,Moscow,4,4
Edmonton,Milan,4,4
Ann Arbor,Warsaw,4,4
Ann Arbor,Philadelphia,4,4
Ann Arbor,Milan,4,4
Tel Aviv,Xi'an,4,4
Boulder,Ottawa,4,4
Dubai,Rome,4,4
Athens,Delft,4,4
Dallas,Lausanne,4,4
Athens,Cupertino,4,4
Istanbul,Moscow,4,4
Cupertino,Lisbon,4,4
Moscow,Waterloo,4,4
Denver,Kuala Lumpur,4,4
Phoenix,Rome,4,4
Oxford,Xi'an,4,4
Delft,Washington,4,4
Delft,Oxford,4,4
Geneva,New Delhi,4,4
Jakarta,Wuhan,4,4
Jakarta,Stockholm,4,4
Cupertino,Helsinki,4,4
Cupertino,New Delhi,4,4
Houston,Wuhan,4,4
Athens,Tel Aviv,4,4
Denver,Ottawa,4,4
Chennai,Jakarta,4,4
Ankara,Brisbane,4,4
Ankara,Geneva,4,4
Milan,Phoenix,4,4
Athens,Phoenix,4,4
Geneva,Istanbul,4,4
Abu Dhabi,Lisbon,4,4
Geneva,Hyderabad,4,4
Dallas,Wuhan,4,4
Ann Arbor,Suzhou,4,4
Philadelphia,Redmond,4,4
Athens,Brisbane,4,4
Dalian,Madrid,4,4
Cairo,Delhi,4,4
Dalian,Vancouver,4,4
Lausanne,Wuhan,4,4
Lausanne,Nanjing,4,4
Edinburgh,Redmond,4,4
Edinburgh,Lausanne,4,4
Dubai,Edinburgh,4,4
Hyderabad,Tianjin,4,4
Geneva,Pune,4,4
Helsinki,Wuhan,4,4
Dallas,Oxford,4,4
Delft,Prague,4,4
Delft,Suzhou,4,4
Dubai,Suzhou,4,4
Brisbane,Tel Aviv,4,4
Abu Dhabi,Chengdu,4,4
Athens,Cairo,4,4
Bangkok,Copenhagen,4,4
Helsinki,Phoenix,4,4
Kyoto,Zurich,4,4
Abu Dhabi,Chennai,4,4
Kyoto,Washington,4,4
Abu Dhabi,Athens,4,4
Kyoto,Milan,4,4
Boulder,Lausanne,4,4
Hanoi,Milan,4,4
Munich,Tianjin,4,4
Ankara,Dubai,4,4
Ankara,Wuhan,4,4
Abu Dhabi,Ann Arbor,4,4
Abu Dhabi,Boulder,4,4
Moscow,Phoenix,4,4
Barcelona,Dalian,4,4
Cairo,Copenhagen,4,4
Ann Arbor,Copenhagen,4,4
Abu Dhabi,Delft,4,4
Ho Chi Minh City,Houston,4,4
Istanbul,Oxford,4,4
Hanoi,Lisbon,4,4
Bangkok,Miami,4,4
Pune,Tianjin,4,4
Kolkata,Ottawa,4,4
Copenhagen,Dallas,4,4
Hanoi,Sao Paulo,4,4
Athens,Miami,4,4
Hamburg,Xi'an,4,4
Chengdu,Delft,4,4
Dalian,Hamburg,4,4
Copenhagen,Dublin,4,4
Ann Arbor,Edinburgh,4,4
Jakarta,Milan,4,4
Ann Arbor,Prague,4,4
Delft,Hamburg,4,4
Houston,Suzhou,4,4
Ankara,Sao Paulo,4,4
Kuala Lumpur,Tel Aviv,4,4
Hsinchu,Prague,4,4
Barcelona,Kyoto,4,4
