entity_id,entity_type,raw_location,platform,cleaned_location,matched_city,country,lat,lon,confidence
deepsense-ai,github_organization,,GitHub,,,,,,none
JayLZhou,github_user,"China, ShenZhen",GitHub,"China, ShenZhen",Shenzhen,China,22.5431,114.0579,high
AIPexStudio,github_organization,,GitHub,,,,,,none
AIGeniusInstitute,github_organization,China,GitHub,China,,,,,low
ForceInjection,github_organization,China,GitHub,China,,,,,low
dmayboroda,github_user,"San Francisco, CA",GitHub,"San Francisco, CA",San Francisco,United States,37.7749,-122.4194,high
supavec,github_organization,,GitHub,,,,,,none
iwe-org,github_organization,United States of America,GitHub,United States of America,,,,,low
karthik-codex,github_user,"Southfield, MI, USA",GitHub,"Southfield, MI, USA",Southfield,United States,42.4733689,-83.2218731,medium
Steven-Luo,github_user,,GitHub,,,,,,none
temporal-community,github_organization,,GitHub,,,,,,none
MaestroError,github_user,,GitHub,,,,,,none
bolna-ai,github_organization,United States of America,GitHub,United States of America,,,,,low
Graph-RAG,github_user,,GitHub,,,,,,none
luguanglong,github_user,,GitHub,,,,,,none
yuntianhe2014,github_user,,GitHub,,,,,,none
Samge0,github_user,ShenZhen,GitHub,ShenZhen,Shenzhen,China,22.5431,114.0579,high
foxminchan,github_user,"Ho Chi Minh City, Vietnam",GitHub,"Ho Chi Minh City, Vietnam",Ho Chi Minh City,Vietnam,10.8231,106.6297,high
plageon,github_user,"Haidian District, Beijing",GitHub,"Haidian District, Beijing",Beijing,China,39.9042,116.4074,high
duaraghav8,github_user,Amsterdam,GitHub,Amsterdam,Amsterdam,Netherlands,52.3676,4.9041,high
Leon1207,github_user,,GitHub,,,,,,none
Softlandia-Ltd,github_organization,Finland,GitHub,Finland,,,,,low
joshpocock,github_user,Toronto,GitHub,Toronto,Toronto,Canada,43.6532,-79.3832,high
jamwithai,github_user,"Berlin, Germany",GitHub,"Berlin, Germany",Berlin,Germany,52.52,13.405,high
alonlavian,github_user,,GitHub,,,,,,none
laiso,github_user,"Bangkok, Thailand",GitHub,"Bangkok, Thailand",Bangkok,Thailand,13.7563,100.5018,high
wangxb96,github_user,,GitHub,,,,,,none
Bot-hostin,github_user,,GitHub,,,,,,none
lawglance,github_user,,GitHub,,,,,,none
leoncuhk,github_user,,GitHub,,,,,,none
Coding-Crashkurse,github_user,"Germany, Munich",GitHub,"Germany, Munich",Munich,Germany,48.1351,11.582,high
KodyKendall,github_user,San Francisco,GitHub,San Francisco,San Francisco,United States,37.7749,-122.4194,high
jxnl,github_user,"New York, NY",GitHub,"New York, NY",New York,United States,40.7128,-74.006,high
rootflo,github_organization,India,GitHub,India,,,,,low
Neverdecel,github_user,Netherlands,GitHub,Netherlands,,,,,low
superagentxai,github_organization,,GitHub,,,,,,none
jesuscopado,github_user,"Madrid, Spain",GitHub,"Madrid, Spain",Madrid,Spain,40.4168,-3.7038,high
precize,github_organization,,GitHub,,,,,,none
santosomar,github_user,United States,GitHub,United States,,,,,low
collabland,github_organization,,GitHub,,,,,,none
MikeyBeez,github_user,Arkansas,GitHub,Arkansas,Arkansas,United States,35.2048883,-92.4479108,medium
bhancockio,github_user,,GitHub,,,,,,none
ibm-granite-community,github_organization,,GitHub,,,,,,none
sirmews,github_user,Melbourne,GitHub,Melbourne,Melbourne,Australia,-37.8136,144.9631,high
infinilabs,github_organization,,GitHub,,,,,,none
qpd-v,github_user,,GitHub,,,,,,none
Barty-Bart,github_user,Melbourne,GitHub,Melbourne,Melbourne,Australia,-37.8136,144.9631,high
twilio-samples,github_organization,,GitHub,,,,,,none
covalenthq,github_organization,,GitHub,,,,,,none
L9T-Development,github_organization,,GitHub,,,,,,none
coinbase,github_organization,,GitHub,,,,,,none
cognizant-ai-lab,github_organization,"San Francisco, CA",GitHub,"San Francisco, CA",San Francisco,United States,37.7749,-122.4194,high
copilot-extensions,github_organization,United States of America,GitHub,United States of America,,,,,low
hugodemenez,github_user,France,GitHub,France,,,,,low
yankeexe,github_user,Abu Dhabi,GitHub,Abu Dhabi,Abu Dhabi,United Arab Emirates,24.4539,54.3773,high
VirtualPatientEngine,github_organization,Germany,GitHub,Germany,,,,,low
danvega,github_user,"Cleveland, OH",GitHub,"Cleveland, OH",Cleveland,United States,41.4996574,-81.6936772,medium
plexyai,github_organization,India,GitHub,India,,,,,low
ShawhinT,github_user,"Dallas, TX",GitHub,"Dallas, TX",Dallas,United States,32.7767,-96.797,high
enricd,github_user,Barcelona,GitHub,Barcelona,Barcelona,Spain,41.3874,2.1686,high
0xLazAI,github_organization,,GitHub,,,,,,none
SecludedCoder,github_user,,GitHub,,,,,,none
pantelis,github_user,"Randolph, NJ, USA",GitHub,"Randolph, NJ, USA",Randolph Township,United States,40.844265,-74.5857218,medium
sajal2692,github_user,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
Bluesparx,github_user,"New Delhi, India",GitHub,"New Delhi, India",New Delhi,India,28.6139,77.209,high
Agentic-AI-Coach,github_organization,,GitHub,,,,,,none
simstudioai,github_organization,,GitHub,,,,,,none
enescingoz,github_user,"London, UK",GitHub,"London, UK",London,United Kingdom,51.5074,-0.1278,high
opendataloader-project,github_organization,"Korea, South",GitHub,"Korea, South",Los Angeles,United States,34.2646984,-118.5231725,medium
trycua,github_organization,United States of America,GitHub,United States of America,,,,,low
kreuzberg-dev,github_organization,Germany,GitHub,Germany,,,,,low
53AI,github_organization,,GitHub,,,,,,none
presenton,github_organization,,GitHub,,,,,,none
GetBindu,github_organization,Netherlands,GitHub,Netherlands,,,,,low
David-patrick-chuks,github_user,Nigeria,GitHub,Nigeria,,,,,low
chonkie-inc,github_organization,,GitHub,,,,,,none
filipecalegario,github_user,"Recife, Brazil",GitHub,"Recife, Brazil",Pernambuco,Brazil,-8.0584933,-34.8848193,medium
groupultra,github_organization,United States of America,GitHub,United States of America,,,,,low
gyoridavid,github_user,Budapest,GitHub,Budapest,Budapest,Hungary,47.4979,19.0402,high
SolaceLabs,github_organization,,GitHub,,,,,,none
rag-web-ui,github_organization,United States of America,GitHub,United States of America,,,,,low
pipeshub-ai,github_organization,United States of America,GitHub,United States of America,,,,,low
EvoAgentX,github_organization,,GitHub,,,,,,none
sahibzada-allahyar,github_user,,GitHub,,,,,,none
kite-org,github_organization,,GitHub,,,,,,none
IlyaRice,github_user,"Thailand, Chiangmai",GitHub,"Thailand, Chiangmai",สุเทพ,Thailand,18.8009264,98.9521552,medium
cjo4m06,github_user,Taiwan,GitHub,Taiwan,,,,,low
agentset-ai,github_organization,,GitHub,,,,,,none
SaiAkhil066,github_user,India,GitHub,India,,,,,low
jim-schwoebel,github_user,"Los Angeles, CA",GitHub,"Los Angeles, CA",Los Angeles,United States,34.0522,-118.2437,high
neural-maze,github_organization,Spain,GitHub,Spain,,,,,low
lucaswalter,github_user,"Kansas City, Missouri",GitHub,"Kansas City, Missouri",Kansas City,United States,39.100105,-94.5781416,medium
zstar1003,github_user,,GitHub,,,,,,none
chunkhound,github_organization,,GitHub,,,,,,none
agentbay-ai,github_organization,,GitHub,,,,,,none
DonTizi,github_user,Montreal,GitHub,Montreal,Montreal,Canada,45.5017,-73.5673,high
instructa,github_organization,,GitHub,,,,,,none
openops-cloud,github_organization,United States of America,GitHub,United States of America,,,,,low
shyamsaktawat,github_user,,GitHub,,,,,,none
Hawksight-AI,github_organization,India,GitHub,India,,,,,low
mcpjungle,github_organization,India,GitHub,India,,,,,low
Project-N-E-K-O,github_organization,,GitHub,,,,,,none
derisk-ai,github_organization,China,GitHub,China,,,,,low
weiwill88,github_user,,GitHub,,,,,,none
statespace-tech,github_organization,United States of America,GitHub,United States of America,,,,,low
pat-jj,github_user,"Champaign, IL",GitHub,"Champaign, IL",Champaign,United States,40.1164841,-88.2430932,medium
golf-mcp,github_organization,United States of America,GitHub,United States of America,,,,,low
Deodat-Lawson,github_user,,GitHub,,,,,,none
GreatScottyMac,github_user,,GitHub,,,,,,none
Haohao-end,github_user,Mars,GitHub,Mars,Mars,France,45.022172,4.3221548,medium
teddynote-lab,github_organization,"Korea, South",GitHub,"Korea, South",Los Angeles,United States,34.2646984,-118.5231725,medium
SylphxAI,github_organization,"London, United Kingdom",GitHub,"London, United Kingdom",London,United Kingdom,51.5074,-0.1278,high
ExplosiveCoderflome,github_user,,GitHub,,,,,,none
mims-harvard,github_organization,Harvard,GitHub,Harvard,Cambridge,United States,42.3657432,-71.1222139,medium
bhouston,github_user,"Ottawa, Canada",GitHub,"Ottawa, Canada",Ottawa,Canada,45.4215,-75.6972,high
KRLabsOrg,github_organization,Austria,GitHub,Austria,,,,,low
SimWorld-AI,github_organization,,GitHub,,,,,,none
hhy-huang,github_user,Clear Water Bay,GitHub,Clear Water Bay,香港 Hong Kong,China,22.2846714,114.2962298,medium
theaiautomators,github_user,,GitHub,,,,,,none
martimfasantos,github_user,"Lisbon, Portugal",GitHub,"Lisbon, Portugal",Lisbon,Portugal,38.7223,-9.1393,high
PV-Bhat,github_user,Copenhagen,GitHub,Copenhagen,Copenhagen,Denmark,55.6761,12.5683,high
Code-and-Sorts,github_organization,,GitHub,,,,,,none
Terry-Xu-666,github_user,,GitHub,,,,,,none
jiangxinke,github_user,,GitHub,,,,,,none
Alchemyst-ai,github_organization,India,GitHub,India,,,,,low
mirth,github_user,,GitHub,,,,,,none
ghuntley,github_user,"Kangaroo Island, Australia",GitHub,"Kangaroo Island, Australia",South Australia,Australia,-35.8182635,137.1566125,medium
GraphRAG-Bench,github_user,,GitHub,,,,,,none
burugo,github_user,"Hangzhou, China",GitHub,"Hangzhou, China",Hangzhou,China,30.2741,120.1551,high
duriantaco,github_user,,GitHub,,,,,,none
Repello-AI,github_organization,United States of America,GitHub,United States of America,,,,,low
boshyxd,github_user,"Ottawa, Canada",GitHub,"Ottawa, Canada",Ottawa,Canada,45.4215,-75.6972,high
BUPT-GAMMA,github_organization,"No.3 Teaching Building, Beijing University of Posts and Telecommunications",GitHub,"No.3 Teaching Building, Beijing University of Posts and Telecommunications",Beijing,China,39.9042,116.4074,medium
reefyai,github_organization,,GitHub,,,,,,none
cnoe-io,github_organization,,GitHub,,,,,,none
datarobot,github_organization,United States of America,GitHub,United States of America,,,,,low
deansaco,github_user,NYC,GitHub,NYC,New York,United States,40.7128,-74.006,high
mrmps,github_user,,GitHub,,,,,,none
Muvon,github_organization,Hong Kong,GitHub,Hong Kong,Hong Kong,China,22.3193,114.1694,high
datadrivenconstruction,github_user,Karlsruhe,GitHub,Karlsruhe,Karlsruhe,Germany,49.0068705,8.4034195,medium
cyberdesk-hq,github_organization,,GitHub,,,,,,none
syahiidkamil,github_user,,GitHub,,,,,,none
rryam,github_organization,India,GitHub,India,,,,,low
Emissary-Tech,github_organization,,GitHub,,,,,,none
SNOWTEAM2023,github_organization,,GitHub,,,,,,none
jayrodge,github_user,San Francisco Bay Area,GitHub,San Francisco Bay Area,San Francisco,United States,37.7749,-122.4194,medium
Lyellr88,github_user,Michigan,GitHub,Michigan,Michigan,United States,43.6211955,-84.6824346,medium
HiGoalV,github_organization,China,GitHub,China,,,,,low
global-agent-hackathon,github_organization,,GitHub,,,,,,none
Vistaminc,github_user,HenanZhengzhou,GitHub,HenanZhengzhou,,,,,low
raj-maharajwala,github_user,,GitHub,,,,,,none
MangoFisher,github_user,,GitHub,,,,,,none
sunblaze-ucb,github_organization,,GitHub,,,,,,none
raminmohammadi,github_user,Boston,GitHub,Boston,Boston,United States,42.3601,-71.0589,high
nicoladisabato,github_user,Italy,GitHub,Italy,,,,,low
daydy-dev,github_user,,GitHub,,,,,,none
qiantongtech,github_organization,China,GitHub,China,,,,,low
chensyCN,github_user,,GitHub,,,,,,none
exospherehost,github_organization,India,GitHub,India,,,,,low
harshhh28,github_user,Ahmedabad,GitHub,Ahmedabad,Ahmedabad,India,23.0215374,72.5800568,medium
cbcoutinho,github_user,The Netherlands,GitHub,The Netherlands,,,,,low
toolsdk-ai,github_organization,,GitHub,,,,,,none
FlickeringLamp,github_user,,GitHub,,,,,,none
simranjeet97,github_user,"Mumbai, India",GitHub,"Mumbai, India",Mumbai,India,19.076,72.8777,high
sonnysangha,github_user,"Dubai, UAE",GitHub,"Dubai, UAE",Dubai,United Arab Emirates,25.2048,55.2708,high
zhaoshibao,github_user,,GitHub,,,,,,none
FSerg,github_user,Russia,GitHub,Russia,,,,,low
DirectorySurf,github_organization,,GitHub,,,,,,none
vladkol,github_user,,GitHub,,,,,,none
CrowdStrike,github_organization,United States of America,GitHub,United States of America,,,,,low
XS-MLVP,github_organization,,GitHub,,,,,,none
imon333,github_user,,GitHub,,,,,,none
supercog-ai,github_organization,,GitHub,,,,,,none
alexey-goloburdin,github_user,"Moscow, Russia",GitHub,"Moscow, Russia",Moscow,Russia,55.7558,37.6173,high
taskade,github_organization,United States of America,GitHub,United States of America,,,,,low
EricTechPro,github_user,"Vancouver, BC",GitHub,"Vancouver, BC",Vancouver,Canada,49.2827,-123.1207,high
cutupdev,github_user,World,GitHub,World,Washington,United States,38.8988373,-77.0425667,medium
eazybytes,github_user,India,GitHub,India,,,,,low
skyflo-ai,github_organization,,GitHub,,,,,,none
Spectral-Finance,github_organization,,GitHub,,,,,,none
piyushagni5,github_user,"Tokyo, Japan",GitHub,"Tokyo, Japan",Tokyo,Japan,35.6762,139.6503,high
OnChainMee,github_user,,GitHub,,,,,,none
CurvedLightGroup,github_organization,United States of America,GitHub,United States of America,,,,,low
arjunprabhulal,github_user,Atlanta,GitHub,Atlanta,Atlanta,United States,33.749,-84.388,high
cnguyen14,github_user,,GitHub,,,,,,none
pasonk,github_user,,GitHub,,,,,,none
kvnZero,github_user,China,GitHub,China,,,,,low
paquino11,github_user,"Gothenburg, Sweden",GitHub,"Gothenburg, Sweden",Gothenburg,Sweden,57.7089,11.9746,high
ThomasJanssen-tech,github_user,Netherlands,GitHub,Netherlands,,,,,low
EremosCore,github_user,,GitHub,,,,,,none
ErickWendel,github_user,São Paulo - Brazil,GitHub,São Paulo - Brazil,Sao Paulo,Brazil,-23.5505,-46.6333,medium
Sharan-Kumar-R,github_user,Coimbatore,GitHub,Coimbatore,Coimbatore,India,11.0018115,76.9628425,medium
piomin,github_user,Warsaw,GitHub,Warsaw,Warsaw,Poland,52.2297,21.0122,high
khshanovskyi,github_user,,GitHub,,,,,,none
leonvanzyl,github_user,"Johannesburg, South Africa",GitHub,"Johannesburg, South Africa",Johannesburg,South Africa,-26.2041,28.0473,high
Ajmal0197,github_user,New Delhi,GitHub,New Delhi,New Delhi,India,28.6139,77.209,high
abcxyz91,github_user,,GitHub,,,,,,none
smithakolan,github_user,"Vancouver, Canada",GitHub,"Vancouver, Canada",Vancouver,Canada,49.2827,-123.1207,high
shahidali54,github_user,"Karachi Sindh, Pakistan",GitHub,"Karachi Sindh, Pakistan",Karachi,Pakistan,24.8528564,67.0176726,medium
hemmydev,github_user,,GitHub,,,,,,none
AhsanAyaz,github_user,"Stockholm, Sweden",GitHub,"Stockholm, Sweden",Stockholm,Sweden,59.3293,18.0686,high
Open-TutorAi,github_organization,Morocco,GitHub,Morocco,,,,,low
mschwarzmueller,github_user,Germany,GitHub,Germany,,,,,low
thedotmack,github_user,,GitHub,,,,,,none
abhigyanpatwari,github_user,"Guwahati, Assam, India",GitHub,"Guwahati, Assam, India",Guwahati,India,26.1805978,91.753943,medium
danielmiessler,github_user,San Francisco Bay Area,GitHub,San Francisco Bay Area,San Francisco,United States,37.7749,-122.4194,medium
frankbria,github_user,"Phoenix, AZ",GitHub,"Phoenix, AZ",Phoenix,United States,33.4484,-112.074,high
Orchestra-Research,github_organization,,GitHub,,,,,,none
hellodigua,github_user,Auckland,GitHub,Auckland,Auckland,New Zealand,-36.8485,174.7633,high
hugohe3,github_user,,GitHub,,,,,,none
RLinf,github_organization,China,GitHub,China,,,,,low
deepnote,github_organization,,GitHub,,,,,,none
mikeyobrien,github_user,"Austin, TX",GitHub,"Austin, TX",Austin,United States,30.2672,-97.7431,high
asheshgoplani,github_user,Germany,GitHub,Germany,,,,,low
actionbook,github_organization,United States of America,GitHub,United States of America,,,,,low
aiflowy,github_organization,,GitHub,,,,,,none
Ryandonofrio3,github_user,,GitHub,,,,,,none
brokermr810,github_user,,GitHub,,,,,,none
inkeep,github_organization,United States of America,GitHub,United States of America,,,,,low
vm0-ai,github_organization,United States of America,GitHub,United States of America,,,,,low
darrencxl0301,github_user,,GitHub,,,,,,none
DeepMyst,github_organization,,GitHub,,,,,,none
MoizIbnYousaf,github_user,,GitHub,,,,,,none
VersusControl,github_organization,,GitHub,,,,,,none
Growth-Kinetics,github_organization,,GitHub,,,,,,none
asklokesh,github_user,,GitHub,,,,,,none
blueberrycongee,github_user,,GitHub,,,,,,none
AgenticHealthAI,github_organization,,GitHub,,,,,,none
context-machine-lab,github_organization,United States of America,GitHub,United States of America,,,,,low
context-space,github_organization,,GitHub,,,,,,none
nuwax-ai,github_organization,,GitHub,,,,,,none
lout33,github_user,,GitHub,,,,,,none
4ier,github_user,,GitHub,,,,,,none
23blocks-OS,github_organization,"Boulder, CO",GitHub,"Boulder, CO",Boulder,United States,40.015,-105.2705,high
best-of-ai,github_organization,United States of America,GitHub,United States of America,,,,,low
gmickel,github_user,"Basel, Switzerland",GitHub,"Basel, Switzerland",Basel,Switzerland,47.5581077,7.5878261,medium
hosenur,github_user,India,GitHub,India,,,,,low
skaldlabs,github_organization,,GitHub,,,,,,none
loppety,github_user,,GitHub,,,,,,none
arlanrakh,github_user,sf,GitHub,sf,San Francisco,United States,37.7749,-122.4194,high
skillmatic-ai,github_organization,,GitHub,,,,,,none
traceroot-ai,github_organization,United States of America,GitHub,United States of America,,,,,low
ThibautBaissac,github_user,,GitHub,,,,,,none
0xranx,github_user,,GitHub,,,,,,none
PierreGode,github_user,Sweden,GitHub,Sweden,,,,,low
bravenewxyz,github_organization,,GitHub,,,,,,none
talkcody,github_organization,,GitHub,,,,,,none
nicobailon,github_user,"Vancouver, BC",GitHub,"Vancouver, BC",Vancouver,Canada,49.2827,-123.1207,high
Prof-Harita,github_user,,GitHub,,,,,,none
agentic-box,github_organization,,GitHub,,,,,,none
mantisfury,github_user,,GitHub,,,,,,none
spring-ai-alibaba,github_organization,,GitHub,,,,,,none
gotalab,github_user,Japan,GitHub,Japan,,,,,low
ishandutta2007,github_user,India,GitHub,India,,,,,low
ryanfrigo,github_user,San Francisco,GitHub,San Francisco,San Francisco,United States,37.7749,-122.4194,high
ArtificialAnalysis,github_organization,,GitHub,,,,,,none
https-deeplearning-ai,github_organization,,GitHub,,,,,,none
ritik-prog,github_user,,GitHub,,,,,,none
desplega-ai,github_organization,Spain,GitHub,Spain,,,,,low
EternityJune25,github_user,"Guangzhou, China",GitHub,"Guangzhou, China",Guangzhou,China,23.1291,113.2644,high
vespaai-playground,github_organization,Norway,GitHub,Norway,,,,,low
icey1287,github_user,,GitHub,,,,,,none
leonyangdev,github_user,ShenZhen.CHINA,GitHub,ShenZhen.CHINA,Shenzhen,China,22.5431,114.0579,medium
peterfei,github_user,Xi'an,GitHub,Xi'an,Xi'an,China,34.3416,108.9398,high
mangopy,github_user,,GitHub,,,,,,none
nth5693,github_user,,GitHub,,,,,,none
FrankChen021,github_user,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
proffesor-for-testing,github_user,,GitHub,,,,,,none
DataPupOrg,github_organization,United States of America,GitHub,United States of America,,,,,low
usemoss,github_organization,United States of America,GitHub,United States of America,,,,,low
shinpr,github_user,"Tokyo, Japan",GitHub,"Tokyo, Japan",Tokyo,Japan,35.6762,139.6503,high
tony1223,github_user,Taiwan,GitHub,Taiwan,,,,,low
sskarz,github_user,Los Angeles,GitHub,Los Angeles,Los Angeles,United States,34.0522,-118.2437,high
endorhq,github_organization,,GitHub,,,,,,none
Annyfee,github_user,深圳,GitHub,深圳,Shenzhen,China,22.5445741,114.0545429,medium
avivl,github_user,"New York, NY",GitHub,"New York, NY",New York,United States,40.7128,-74.006,high
thetronjohnson,github_user,"Kochi, India",GitHub,"Kochi, India",Kochi,India,9.9679032,76.2444378,medium
pensarai,github_organization,United States of America,GitHub,United States of America,,,,,low
ddxfish,github_user,USA,GitHub,USA,,,,,low
bernatsampera,github_user,,GitHub,,,,,,none
simulanics,github_user,United States,GitHub,United States,,,,,low
kmeanskaran,github_user,"Pune, Maharashtra",GitHub,"Pune, Maharashtra",Pune,India,18.5204,73.8567,high
anxiong2025,github_user,深圳,GitHub,深圳,Shenzhen,China,22.5445741,114.0545429,medium
4aibsc,github_organization,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
linagora,github_organization,France,GitHub,France,,,,,low
yixinzhang98,github_user,,GitHub,,,,,,none
adnaan-worker,github_user,中国,GitHub,中国,,,,,low
anymouschina,github_user,中国湖南湘潭,GitHub,中国湖南湘潭,湖南省,China,27.681864,112.626292,medium
aarora4,github_user,"Seattle, WA",GitHub,"Seattle, WA",Seattle,United States,47.6062,-122.3321,high
marcusquinn,github_user,Jersey,GitHub,Jersey,Illinois,United States,39.0848464,-90.3303344,medium
QuarkGluonPlasma,github_user,,GitHub,,,,,,none
arch3rPro,github_user,,GitHub,,,,,,none
marcuspat,github_user,Los Angeles,GitHub,Los Angeles,Los Angeles,United States,34.0522,-118.2437,high
nemegrod,github_user,,GitHub,,,,,,none
harishneel1,github_user,,GitHub,,,,,,none
CodeGuide-dev,github_organization,,GitHub,,,,,,none
watat83,github_user,United States,GitHub,United States,,,,,low
lodetomasi,github_user,Rome,GitHub,Rome,Rome,Italy,41.9028,12.4964,high
darkzOGx,github_user,"Houston, Texas",GitHub,"Houston, Texas",Houston,United States,29.7604,-95.3698,high
Koomook,github_user,Seoul,GitHub,Seoul,Seoul,South Korea,37.5665,126.978,high
iamaanahmad,github_user,"New Delhi, India",GitHub,"New Delhi, India",New Delhi,India,28.6139,77.209,high
dhruvsinghal09,github_user,,GitHub,,,,,,none
sdivyanshu90,github_user,,GitHub,,,,,,none
FlyAIBox,github_user,,GitHub,,,,,,none
bojieli,github_user,,GitHub,,,,,,none
mbergo,github_user,Copenhagen,GitHub,Copenhagen,Copenhagen,Denmark,55.6761,12.5683,high
rooneyrulz,github_user,,GitHub,,,,,,none
amitkmaraj,github_user,,GitHub,,,,,,none
yolojewjitsu,github_user,,GitHub,,,,,,none
microsoft-foundry,github_organization,,GitHub,,,,,,none
vchandu111,github_user,Visakhapatnam,GitHub,Visakhapatnam,Visakhapatnam,India,17.6935526,83.2921297,medium
sysnet4admin,github_user,"South Korea, UTC+09",GitHub,"South Korea, UTC09",,,,,low
Jackhuang166,github_user,,GitHub,,,,,,none
ChinmayKaitade,github_user,"Nagpur, Maharashtra",GitHub,"Nagpur, Maharashtra",Nagpur City,India,21.1498134,79.0820556,medium
polarsignals,github_organization,,GitHub,,,,,,none
AdaptiveMotorControlLab,github_organization,Swiss Federal Institute of Technology,GitHub,Swiss Federal Institute of Technology,,,,,low
speedb-io,github_organization,,GitHub,,,,,,none
lilianweng,github_user,,GitHub,,,,,,none
lbdeoliveira,github_user,,GitHub,,,,,,none
NVIDIA-Merlin,github_organization,,GitHub,,,,,,none
EBISPOT,github_organization,,GitHub,,,,,,none
k2-fsa,github_organization,,GitHub,,,,,,none
Kanaries,github_organization,,GitHub,,,,,,none
hayabhay,github_user,San Francisco,GitHub,San Francisco,San Francisco,United States,37.7749,-122.4194,high
OysterQAQ,github_user,Beijing,GitHub,Beijing,Beijing,China,39.9042,116.4074,high
Seeed-Studio,github_organization,ShenZhen China,GitHub,ShenZhen China,Shenzhen,China,22.5431,114.0579,medium
kraina-ai,github_organization,Poland,GitHub,Poland,,,,,low
fschmid56,github_user,Linz,GitHub,Linz,Linz,Austria,48.3059078,14.286198,medium
Doragd,github_user,"Shanghai, China",GitHub,"Shanghai, China",Shanghai,China,31.2304,121.4737,high
AmenRa,github_user,"Milan, Italy",GitHub,"Milan, Italy",Milan,Italy,45.4642,9.19,high
BloCamLimb,github_user,,GitHub,,,,,,none
ibm-self-serve-assets,github_organization,Worldwide,GitHub,Worldwide,Sydney,Australia,-33.8938107,151.2621478,medium
GanymedeNil,github_user,"China,Beijing",GitHub,"China,Beijing",Beijing,China,39.9042,116.4074,high
freedmand,github_user,"Washington, D.C.",GitHub,"Washington, D.C",Washington,United States,38.9072,-77.0369,high
zanllp,github_user,Beijing,GitHub,Beijing,Beijing,China,39.9042,116.4074,high
sbrin,github_user,Lisbon,GitHub,Lisbon,Lisbon,Portugal,38.7223,-9.1393,high
veekaybee,github_user,"Philadelphia, PA",GitHub,"Philadelphia, PA",Philadelphia,United States,39.9526,-75.1652,high
wangyuxinwhy,github_user,BeiJing,GitHub,BeiJing,Beijing,China,39.9042,116.4074,high
ZachNagengast,github_user,Los Angeles,GitHub,Los Angeles,Los Angeles,United States,34.0522,-118.2437,high
Haste171,github_user,United States,GitHub,United States,,,,,low
dangkhoasdc,github_user,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
edoliberty,github_user,New York,GitHub,New York,New York,United States,40.7128,-74.006,high
do-me,github_user,Italy,GitHub,Italy,,,,,low
nitaiaharoni1,github_user,"Tel Aviv, Israel",GitHub,"Tel Aviv, Israel",Tel Aviv,Israel,32.0853,34.7818,high
powersync-ja,github_organization,United States of America,GitHub,United States of America,,,,,low
supabase,github_organization,United States of America,GitHub,United States of America,,,,,low
FaustoNisida,github_user,,GitHub,,,,,,none
supershaneski,github_user,Japan,GitHub,Japan,,,,,low
dingodb,github_organization,United States of America,GitHub,United States of America,,,,,low
hkulekci,github_user,"Ankara, Ex-İstanbul, Turkey",GitHub,"Ankara, Ex-İstanbul, Turkey",Ankara,Turkey,39.9334,32.8597,high
aju22,github_user,"Kerala, India",GitHub,"Kerala, India",Kerala,India,10.3528744,76.5120396,medium
Abonia1,github_user,"Paris,France",GitHub,"Paris,France",Paris,France,48.8566,2.3522,high
harmonydata,github_organization,United Kingdom,GitHub,United Kingdom,,,,,low
fjall-rs,github_organization,Germany,GitHub,Germany,,,,,low
lanterndata,github_organization,United States of America,GitHub,United States of America,,,,,low
dgarnitz,github_user,,GitHub,,,,,,none
nixiesearch,github_organization,,GitHub,,,,,,none
EulerSearch,github_organization,Spain,GitHub,Spain,,,,,low
edwinkys,github_user,"Austin, Texas",GitHub,"Austin, Texas",Austin,United States,30.2672,-97.7431,high
1yefuwang1,github_user,shanghai,GitHub,shanghai,Shanghai,China,31.2304,121.4737,high
flanker,github_user,"Xi'an, China",GitHub,"Xi'an, China",Xi'an,China,34.3416,108.9398,high
amikos-tech,github_organization,Bulgaria,GitHub,Bulgaria,,,,,low
dlab-berkeley,github_organization,"Social Sciences Building, Berkeley, CA",GitHub,"Social Sciences Building, Berkeley, CA",Berkeley,United States,37.8701083,-122.2579343,medium
slatedb,github_organization,,GitHub,,,,,,none
cenglin123,github_user,,GitHub,,,,,,none
EpistasisLab,github_organization,United States of America,GitHub,United States of America,,,,,low
neonwatty,github_user,,GitHub,,,,,,none
TheCyb3rAlpha,github_user,"New Delhi, India",GitHub,"New Delhi, India",New Delhi,India,28.6139,77.209,high
buffdb,github_organization,,GitHub,,,,,,none
BloomLabsInc,github_organization,Switzerland,GitHub,Switzerland,,,,,low
pamelafox,github_user,California,GitHub,California,California,United States,36.7014631,-118.755997,medium
openshift,github_organization,,GitHub,,,,,,none
trustgraph-ai,github_organization,,GitHub,,,,,,none
RichmondAlake,github_user,,GitHub,,,,,,none
kelindar,github_user,"Dubai, UAE",GitHub,"Dubai, UAE",Dubai,United Arab Emirates,25.2048,55.2708,high
ghost-him,github_user,中国,GitHub,中国,,,,,low
tidesdb,github_organization,Canada,GitHub,Canada,,,,,low
askaitools,github_user,,GitHub,,,,,,none
peakmojo,github_user,,GitHub,,,,,,none
AIwithhassan,github_user,,GitHub,,,,,,none
